dia_chi,latitude,longitude,price_
"Hà Nội, Hà Đông",20.9702189,105.7749566,3.3
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,2.5
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,6.3
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,7.0
"Hà Nội, Hà Đông",20.9702189,105.7749566,5.7
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,3.6
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,4.6
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,3.1
"Bình Dương, Thuận An",10.9035106,106.6990779,0.9
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,4.0
"Hà Nội, Hà Đông",20.9702189,105.7749566,4.7
"Hà Nội, Long Biên",21.0257066,105.8921527,5.1
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,8.5
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,5.9
"Hà Nội, Long Biên",21.0257066,105.8921527,11.8
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,7.0
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,3.2
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,4.8
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,4.4
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,3.5
"TP Hồ Chí Minh, Quận 12",10.861410750000001,106.66420925636413,7.1
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,3.5
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,8.6
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,5.8
"TP Hồ Chí Minh, Quận 6",10.745868250000001,106.63910717557408,5.5
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,6.1
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,4.1
"TP Hồ Chí Minh, Quận 6",10.745868250000001,106.63910717557408,3.0
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,3.4
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,4.0
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,3.4
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,3.0
"Đà Nẵng, Liên Chiểu",16.12039865,108.11323928681657,1.9
"Hà Nội, Long Biên",21.0257066,105.8921527,11.5
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,4.1
"Hà Nội, Bắc Từ Liêm",21.0533265,105.7342142,5.9
"Hà Nội, Bắc Từ Liêm",21.0533265,105.7342142,5.9
"Hà Nội, Hà Đông",20.9702189,105.7749566,3.8
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,7.5
"Hà Nội, Hà Đông",20.9702189,105.7749566,3.0
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,3.8
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,2.5
"Hà Nội, Hai Bà Trưng",21.012198,105.8552245,4.0
"Hà Nội, Hoàng Mai",20.9755354,105.85744654567378,10.5
"Hà Nội, Hà Đông",20.9702189,105.7749566,5.6
"Đà Nẵng, Thanh Khê",16.071795950000002,108.20920548707869,5.9
"Đà Nẵng, Thanh Khê",16.071795950000002,108.20920548707869,4.9
"Bình Dương, Thủ Dầu Một",10.9808435,106.6537483,1.9
"Thừa Thiên Huế, Huế",16.4639321,107.5863388,5.1
"Bình Dương, Bến Cát",11.1319415,106.59996125428177,2.1
"Hà Nội, Long Biên",21.0257066,105.8921527,6.1
"Hà Nội, Thanh Trì",20.941461599999997,105.83603265035416,10.5
"TP Hồ Chí Minh, Hóc Môn",10.878345,106.57635314823773,3.7
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,7.0
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,5.0
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,5.9
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,8.8
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,6.4
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,4.4
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,3.0
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,5.1
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,4.0
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,4.8
"TP Hồ Chí Minh, Quận 4",10.7607295,106.70710890359896,6.9
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,6.5
"Bình Dương, Tân Uyên",11.0600684,106.795688,4.0
"Bình Dương, Tân Uyên",11.0600684,106.795688,2.6
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,7.9
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,6.1
"TP Hồ Chí Minh, Quận 10",10.7726536,106.66821544343898,2.7
"Bình Dương, Bến Cát",11.1319415,106.59996125428177,0.5
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,4.4
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,6.0
"Hà Nội, Hai Bà Trưng",21.012198,105.8552245,8.8
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,8.7
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,7.7
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,5.6
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,6.9
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,3.9
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,5.6
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,4.1
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,5.9
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,5.4
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,7.4
"TP Hồ Chí Minh, Quận 3",10.778752650000001,106.6870307478091,8.1
"TP Hồ Chí Minh, Quận 3",10.778752650000001,106.6870307478091,7.1
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,4.1
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,6.3
"TP Hồ Chí Minh, Quận 7",10.737754800000001,106.72971280655217,7.5
"TP Hồ Chí Minh, Quận 7",10.737754800000001,106.72971280655217,7.5
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,6.0
"Hà Nội, Hoàng Mai",20.9755354,105.85744654567378,8.5
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,4.3
"Hà Nội, Long Biên",21.0257066,105.8921527,8.2
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,5.4
"TP Hồ Chí Minh, Quận 3",10.778752650000001,106.6870307478091,9.2
"TP Hồ Chí Minh, Quận 3",10.778752650000001,106.6870307478091,9.3
"Hà Nội, Hoàng Mai",20.9755354,105.85744654567378,12.8
"Hà Nội, Hoàng Mai",20.9755354,105.85744654567378,11.8
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,8.1
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,4.3
"Đồng Nai, Biên Hòa",10.9509538,106.8226134,4.7
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,5.8
"Đà Nẵng, Liên Chiểu",16.12039865,108.11323928681657,3.0
"TP Hồ Chí Minh, Quận 7",10.737754800000001,106.72971280655217,6.0
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,8.9
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,4.3
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,4.3
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,6.1
"TP Hồ Chí Minh, Hóc Môn",10.878345,106.57635314823773,1.2
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,3.1
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,8.2
"Hà Nội, Hai Bà Trưng",21.012198,105.8552245,3.6
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,4.0
"Hải Phòng, Lê Chân",20.83556265,106.68148578171201,9.6
"Hà Nội, Long Biên",21.0257066,105.8921527,5.1
"TP Hồ Chí Minh, Phú Nhuận",10.8010732,106.6798916250364,5.2
"Bình Dương, Tân Uyên",11.0600684,106.795688,1.6
"Bình Dương, Tân Uyên",11.0600684,106.795688,1.3
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,2.4
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,4.5
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,8.1
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,11.8
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,4.2
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,4.6
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,4.0
"Hà Nội, Ba Đình",21.03470905,105.82451384484861,4.7
"Hà Nội, Nam Từ Liêm",21.0151072,105.7814958,4.7
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,2.6
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,6.4
"Đà Nẵng, Liên Chiểu",16.12039865,108.11323928681657,2.9
"Bình Dương, Tân Uyên",11.0600684,106.795688,2.5
"Hà Nội, Long Biên",21.0257066,105.8921527,6.0
"Thừa Thiên Huế, Huế",16.4639321,107.5863388,2.1
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,3.5
"Hà Nội, Hoàng Mai",20.9755354,105.85744654567378,6.0
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,4.0
"Hải Phòng, Lê Chân",20.83556265,106.68148578171201,6.0
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,2.0
"Đồng Nai, Biên Hòa",10.9509538,106.8226134,4.5
"Ninh Thuận, Ninh Sơn",11.71074725,108.80093167410769,5.8
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,5.1
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,7.0
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,5.4
"Đồng Nai, Biên Hòa",10.9509538,106.8226134,2.6
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,6.6
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,7.3
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,5.4
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,2.7
"Hà Nội, Hai Bà Trưng",21.012198,105.8552245,4.0
"Hà Nội, Hai Bà Trưng",21.012198,105.8552245,1.9
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,5.8
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,3.7
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,4.3
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,7.7
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,6.0
"TP Hồ Chí Minh, Hóc Môn",10.878345,106.57635314823773,5.3
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,6.1
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,6.3
"Đà Nẵng, Ngũ Hành Sơn",16.00402,108.26277454198583,4.1
"Hà Nội, Hai Bà Trưng",21.012198,105.8552245,13.9
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,2.6
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,2.7
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,5.3
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,3.3
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,11.7
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,6.9
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,7.3
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,6.2
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,3.0
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,2.8
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,6.1
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,5.5
"Bình Dương, Thuận An",10.9035106,106.6990779,4.9
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,6.0
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,2.4
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,3.9
"TP Hồ Chí Minh, Quận 10",10.7726536,106.66821544343898,8.8
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,10.4
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,8.1
"Đà Nẵng, Sơn Trà",16.12049,108.2647075,7.0
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,6.0
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,13.6
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,5.7
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,2.1
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,4.8
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,6.5
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,2.7
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,5.7
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,5.0
"TP Hồ Chí Minh, Bình Chánh",10.7500035,106.51488582967849,1.9
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,2.2
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,1.2
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,4.7
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,8.4
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,11.1
"Bình Dương, Tân Uyên",11.0600684,106.795688,3.2
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,3.0
"Bắc Ninh, Từ Sơn",21.113309,105.9568611,7.2
"Bình Dương, Thuận An",10.9035106,106.6990779,4.8
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,5.8
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,5.7
"TP Hồ Chí Minh, Quận 12",10.861410750000001,106.66420925636413,4.3
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,1.1
"TP Hồ Chí Minh, Quận 8",10.7220335,106.62949387003158,2.2
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,6.4
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,6.5
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,2.9
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,11.3
"TP Hồ Chí Minh, Phú Nhuận",10.8010732,106.6798916250364,5.4
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,3.7
"Hà Nội, Nam Từ Liêm",21.0151072,105.7814958,6.5
"Hà Nội, Nam Từ Liêm",21.0151072,105.7814958,7.5
"Hà Nội, Bắc Từ Liêm",21.0533265,105.7342142,7.1
"Hà Nội, Bắc Từ Liêm",21.0533265,105.7342142,5.0
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,8.9
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,2.9
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,2.9
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,5.3
"Đồng Nai, Vĩnh Cửu",11.242703899999999,107.05314571946911,0.8
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,1.5
"TP Hồ Chí Minh, Hóc Môn",10.878345,106.57635314823773,0.6
"Bình Dương, Thuận An",10.9035106,106.6990779,2.3
"Hà Nội, Long Biên",21.0257066,105.8921527,5.3
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,5.4
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,4.6
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,3.8
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,1.9
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,10.7
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,4.0
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,3.1
"Hà Nội, Hai Bà Trưng",21.012198,105.8552245,5.7
"Hà Nội, Nam Từ Liêm",21.0151072,105.7814958,6.4
"Hà Nội, Bắc Từ Liêm",21.0533265,105.7342142,4.1
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,4.1
"Đồng Nai, Biên Hòa",10.9509538,106.8226134,4.7
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,4.8
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,1.2
"Hà Nội, Hai Bà Trưng",21.012198,105.8552245,11.8
"Hà Nội, Nam Từ Liêm",21.0151072,105.7814958,4.0
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,3.0
"Hà Nội, Long Biên",21.0257066,105.8921527,4.6
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,2.5
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,9.1
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,6.0
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,3.0
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,4.6
"TP Hồ Chí Minh, Quận 12",10.861410750000001,106.66420925636413,4.3
"TP Hồ Chí Minh, Quận 12",10.861410750000001,106.66420925636413,7.8
"TP Hồ Chí Minh, Quận 11",10.7659529,106.6475594370616,6.9
"Hà Nội, Hà Đông",20.9702189,105.7749566,4.4
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,4.1
"Hà Nội, Hà Đông",20.9702189,105.7749566,4.3
"Hà Nội, Hà Đông",20.9702189,105.7749566,5.5
"Hà Nội, Hà Đông",20.9702189,105.7749566,2.3
"Hà Nội, Hà Đông",20.9702189,105.7749566,5.7
"Hà Nội, Hà Đông",20.9702189,105.7749566,7.8
"Hà Nội, Hà Đông",20.9702189,105.7749566,6.0
"Hà Nội, Hà Đông",20.9702189,105.7749566,8.7
"Hà Nội, Hà Đông",20.9702189,105.7749566,1.0
"Hà Nội, Hà Đông",20.9702189,105.7749566,3.0
"Hà Nội, Nam Từ Liêm",21.0151072,105.7814958,8.0
"TP Hồ Chí Minh, Hóc Môn",10.878345,106.57635314823773,0.8
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,4.8
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,5.5
"Hà Nội, Hoàng Mai",20.9755354,105.85744654567378,3.3
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,4.9
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,5.4
"Đồng Nai, Biên Hòa",10.9509538,106.8226134,1.4
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,5.1
"Đồng Nai, Biên Hòa",10.9509538,106.8226134,2.0
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,8.4
"Đà Nẵng, Sơn Trà",16.12049,108.2647075,4.2
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,4.4
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,4.8
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,3.6
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,4.8
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,5.5
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,6.3
"Bình Dương, Bến Cát",11.1319415,106.59996125428177,1.8
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,6.0
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,2.0
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,6.6
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,5.9
"Hải Phòng, Lê Chân",20.83556265,106.68148578171201,11.6
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,10.5
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,4.2
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,2.2
"TP Hồ Chí Minh, Phú Nhuận",10.8010732,106.6798916250364,3.4
"Long An, Đức Hòa",10.882814799999998,106.43380220306233,1.1
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,8.0
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,4.5
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,4.4
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,5.4
"Thừa Thiên Huế, Huế",16.4639321,107.5863388,2.5
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,4.2
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,5.2
"Hà Nội, Đống Đa",21.0021476,105.83137430804737,7.6
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,2.9
"Hà Nội, Hà Đông",20.9702189,105.7749566,3.6
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,3.5
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,6.8
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,4.7
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,5.7
"Hải Phòng, Lê Chân",20.83556265,106.68148578171201,4.0
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,3.9
"Hà Nội, Long Biên",21.0257066,105.8921527,7.5
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,5.8
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,5.1
"TP Hồ Chí Minh, Phú Nhuận",10.8010732,106.6798916250364,12.1
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,6.0
"TP Hồ Chí Minh, Phú Nhuận",10.8010732,106.6798916250364,14.1
"Đồng Nai, Biên Hòa",10.9509538,106.8226134,4.1
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,5.6
"Hà Nội, Hà Đông",20.9702189,105.7749566,4.5
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,7.7
"Hà Nội, Nam Từ Liêm",21.0151072,105.7814958,3.0
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,9.2
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,7.5
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,6.5
"Bắc Ninh, Từ Sơn",21.113309,105.9568611,3.9
"TP Hồ Chí Minh, Quận 3",10.778752650000001,106.6870307478091,3.6
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,5.4
"TP Hồ Chí Minh, Quận 3",10.778752650000001,106.6870307478091,7.2
"Bắc Ninh, Từ Sơn",21.113309,105.9568611,8.6
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,7.1
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,3.8
"TP Hồ Chí Minh, Phú Nhuận",10.8010732,106.6798916250364,4.3
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,3.9
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,1.7
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,3.0
"Hà Nội, Long Biên",21.0257066,105.8921527,8.1
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,4.7
"Hà Nội, Hà Đông",20.9702189,105.7749566,4.0
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,5.9
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,3.4
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,7.3
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,4.4
"Bình Dương, Tân Uyên",11.0600684,106.795688,3.3
"Bình Dương, Tân Uyên",11.0600684,106.795688,3.8
"Hải Phòng, Lê Chân",20.83556265,106.68148578171201,3.2
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,10.4
"Long An, Đức Hòa",10.882814799999998,106.43380220306233,3.1
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,8.6
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,2.8
"Đồng Nai, Vĩnh Cửu",11.242703899999999,107.05314571946911,0.3
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,2.9
"Bình Dương, Tân Uyên",11.0600684,106.795688,1.2
"Bình Dương, Tân Uyên",11.0600684,106.795688,0.5
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,5.3
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,5.7
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,9.4
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,12.8
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,5.3
"Hà Nội, Hoàng Mai",20.9755354,105.85744654567378,4.0
"Hà Nội, Cầu Giấy",21.02916475,105.80343767219591,4.0
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,4.3
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,4.8
"Hà Nội, Tây Hồ",21.075251100000003,105.80736904927184,7.6
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,3.0
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,8.1
"Hà Nội, Long Biên",21.0257066,105.8921527,3.9
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,6.3
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,8.2
"Hà Nội, Long Biên",21.0257066,105.8921527,11.1
"Đà Nẵng, Hải Châu",16.0596052,108.2350816,2.2
"TP Hồ Chí Minh, Quận 9",10.8311346,106.7715507,3.5
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,6.8
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,5.8
"TP Hồ Chí Minh, Bình Tân",10.6880043,106.5853289,3.2
"TP Hồ Chí Minh, Thủ Đức",10.8298295,106.7617899,3.0
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,8.4
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,4.2
"Hà Nội, Long Biên",21.0257066,105.8921527,9.9
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,7.4
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,5.0
"TP Hồ Chí Minh, Quận 12",10.861410750000001,106.66420925636413,7.9
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,2.8
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,2.8
"Hà Nội, Thanh Xuân",20.9936873,105.8143014,3.8
"Hải Phòng, Hồng Bàng",20.8763328,106.64442867897043,4.9
"TP Hồ Chí Minh, Bình Thạnh",10.8041602,106.5878711,7.8
"TP Hồ Chí Minh, Tân Phú",10.727068,106.7261695,3.2
"Hải Phòng, Lê Chân",20.83556265,106.68148578171201,4.0
"Hà Nội, Hà Đông",20.9702189,105.7749566,5.7
"Hà Nội, Hà Đông",20.9702189,105.7749566,5.0
"Hà Nội, Long Biên",21.0257066,105.8921527,3.9
"TP Hồ Chí Minh, Tân Bình",10.797672200000001,106.66523106900442,6.9
"Hà Nội, Hoàng Mai",20.9755354,105.85744654567378,3.5
"TP Hồ Chí Minh, Gò Vấp",10.8440568,106.6403038,5.7
